image_path,aic_class_id
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/276ed34e-9987-4b38-b83b-8626504fc204___FREC_Scab 3050.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/29ab8216-ec38-4efd-9c77-21068fa899a4___FREC_Scab 3241.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/2a59761b-c91c-451c-8e13-d9dc3aff8d29___FREC_Scab 3503.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/2a800c84-902e-4aa8-af13-4e020d6f17dd___FREC_Scab 3124.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/2a97b29d-8a63-47ab-bd5b-c14832a586c8___FREC_Scab 3242.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/2ae81857-0615-4a6a-8d13-1ace0c62284d___FREC_Scab 2992.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/2bc018ba-3c49-4cf4-9411-a93b7b196f45___FREC_Scab 3326.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/2bc50b52-0d7d-41a3-be8a-8d070341d87f___FREC_Scab 3476.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/2bfd8ee0-af6b-42fd-ae61-fc5e92ec1b67___FREC_Scab 2988.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/2c648fcd-d637-4559-beaa-9dd6079646fb___FREC_Scab 3213.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/2c7ca7c8-1a6c-4811-b9b0-b054c11a5397___FREC_Scab 3260.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/2c89ceaf-748c-4371-80d0-d01855f04a92___FREC_Scab 2962.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/2d329823-7ad5-4189-89b7-4bdf24f9c393___FREC_Scab 3507.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/2d4c8a12-a34c-4c8b-b357-271d87532ece___FREC_Scab 3090.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/2d5265d2-be99-4e9f-a085-d309cc01b751___FREC_Scab 3023.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/2dd8b8f8-46b0-4bc6-b817-ea7163f4b28b___FREC_Scab 3473.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/2e264ee0-7679-4ad2-a19a-1ac4d2e84079___FREC_Scab 2984.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/2f1e68c0-c059-46fd-bbf3-f160817abdc3___FREC_Scab 3535.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/2f668a95-80ab-40ac-98ef-657bd85b668b___FREC_Scab 3247.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/30111fee-0c22-4ca4-aeb4-ac14a9a5d651___FREC_Scab 3097.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/320dff9e-6d59-4bec-9e7c-930444343e3b___FREC_Scab 3398.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/321c7135-853f-444d-9952-a893e660d966___FREC_Scab 2958.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/32454154-edbf-464f-8097-e99a3d9a15af___FREC_Scab 2936.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/32550bbb-cdf1-4805-8167-27dc5a8e87d2___FREC_Scab 3195.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/334f8e1a-5989-476e-88f4-8a45c304e12c___FREC_Scab 3035.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/33ebf0dd-f971-4f11-aa93-45df7d55a9ea___FREC_Scab 3182.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/34c2823b-d1c5-4bd8-a5a7-74bdef959e10___FREC_Scab 3484.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/34c37353-8429-499e-bd38-ac7501f79e90___FREC_Scab 3501.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/3523d2d8-0da9-4b83-b09d-21bd96860a3d___FREC_Scab 3499.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/352a5659-3552-4e94-8333-c3715d38cc27___FREC_Scab 3049.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/35694cb9-efe9-441a-a810-13e065de7925___FREC_Scab 3320.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/35fde58e-46ea-4d1b-9580-ead7a2d0cb3b___FREC_Scab 2952.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/3636b2d7-b888-437b-b4e3-a8af4bb62763___FREC_Scab 3148.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/3652fd23-ba4c-4958-8db8-3aff8f614dfd___FREC_Scab 3377.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/36d99a07-4a43-4416-b204-6886f71d5039___FREC_Scab 3294.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/37659856-0fc8-430b-871a-af4f0b557e49___FREC_Scab 3081.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/376aaef3-8649-43aa-89f8-166bd349a3d3___FREC_Scab 3064.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/38e76f0a-63cb-460a-b0fa-f20e561dc2c0___FREC_Scab 3481.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/3bf2f5f8-4578-405a-88c6-c5338620a078___FREC_Scab 3059.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/3c27bbd7-b305-4ab0-8a85-5061363cf632___FREC_Scab 3183.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/3c2f46e3-9f96-4912-a9d5-7a046aa6a1b2___FREC_Scab 2967.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/3d34bd1c-fae9-446a-a629-147b5e8d5d6b___FREC_Scab 3103.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/3dd3d59c-be2a-4f29-8fa1-d4f37d7fb894___FREC_Scab 3412.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/3eb26abb-a392-4cc4-9be2-d5e4bb8f3660___FREC_Scab 2969.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/3f65aa69-06c9-423f-ac7a-e2ab6edf63ca___FREC_Scab 3360.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/4098b029-fcda-4d2f-9703-c16e6e5fae49___FREC_Scab 3455.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/40a5e87c-ee32-4d67-9b28-926e94638a1d___FREC_Scab 3251.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/40d60cf0-1311-40c7-9e7e-579e74c92027___FREC_Scab 3136.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/40df2c3f-673e-4da8-a172-65fd5a656c1d___FREC_Scab 2957.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/4147e694-ce1f-47ea-b641-899e60ef3f3a___FREC_Scab 3278.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/4151028c-c8bc-4394-b4a7-aff414864c15___FREC_Scab 3418.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/419c16b2-13aa-485b-8342-3760707e21f9___FREC_Scab 3285.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/41c2bb79-44fb-48f4-864f-eec35e3442f5___FREC_Scab 2931.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/41c30a63-9e26-4ced-8110-038a2e36b095___FREC_Scab 3298.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/43712608-0fa2-4be2-91a0-242aca469cb4___FREC_Scab 2985.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/43f68711-decd-4831-bf5c-99fa40abe339___FREC_Scab 3413.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/4442b558-4db4-4de3-82c3-7524b59bb315___FREC_Scab 2961.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/444c4ed0-3bee-4059-870a-a15a00f0e37e___FREC_Scab 3067.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/4495850d-4478-4680-a657-c082a8ea69ed___FREC_Scab 3534.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/44b52928-c5dd-48f4-b2c8-b128032c49dd___FREC_Scab 3518.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/44d28651-473c-4e9b-81ec-212893669fba___FREC_Scab 3477.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/44dbb7a4-4c41-4d4c-9e34-9e665a35926c___FREC_Scab 3438.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/44dcf367-d162-407e-8ea8-e363ab8ff5c4___FREC_Scab 3282.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/45000608-507a-46f5-be52-3ee24d0fb47d___FREC_Scab 3113.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/4512edee-9d3b-451e-845d-86666feebe99___FREC_Scab 3328.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/453b09e4-6469-47f9-8599-f87e1d6eddf3___FREC_Scab 3048.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/45512c84-e453-459c-b12f-1d08ce44001b___FREC_Scab 3072.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/4555c009-6c33-4913-accc-fd1a8355646b___FREC_Scab 2929.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/45a699f2-a02d-4f1f-b628-6d445c58a595___FREC_Scab 3291.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/45e34a1f-1d46-42e8-921d-c82f2c9e7cd1___FREC_Scab 3228.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/45ee8aaa-1a08-46ed-8ac8-bba8e40c61d6___FREC_Scab 2986.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/461eeeb9-5bf1-4c0a-a7dd-6967917b4537___FREC_Scab 3098.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/462f0ef8-5460-4f5c-8935-62a204d3fc08___FREC_Scab 2924.JPG,8
/root/autodl-tmp/PV_CORE_19233_audit/raw/color/Apple___Apple_scab/470bece4-7eb2-4ec1-917a-278559afe463___FREC_Scab 3250.JPG,8
